"","X","id","listing_url","host_id","host_url","host_name","host_since","host_location","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","place"
"4428",8816,34930024,"https://www.airbnb.com/rooms/34930024",10783544,"https://www.airbnb.com/users/show/10783544","Yahia","12/23/2013","Brussels, Brussels, Belgium","within a few hours","100%","96%","f","https://a0.muscache.com/im/pictures/user/e2a94ce5-a693-4382-bb34-216e3c1a2bf9.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/e2a94ce5-a693-4382-bb34-216e3c1a2bf9.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']","t","t","Brussels, Brussels, Belgium","Stalingrad","Bruxelles",NA,"Brussel","Brussels","1000","Brussels","Brussels, Belgium","BE","Belgium",50.84425,4.3465,"f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",NA,"$104.00 ","","","$300.00 ","$50.00 ",3,"$30.00 ",3,1125,3,3,1125,1125,3,1125,"t",0,0,0,0,"4/19/2020",10,10,"5/22/2019","2/9/2020",93,10,9,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,0.9,"Brussels"
"4429",8825,34944108,"https://www.airbnb.com/rooms/34944108",64607784,"https://www.airbnb.com/users/show/64607784","Patrick","3/27/2016","Maseru, Maseru, Lesotho","within an hour","100%","99%","t","https://a0.muscache.com/im/pictures/user/b1d21b90-c6bd-49d2-852d-fc825652f68e.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b1d21b90-c6bd-49d2-852d-fc825652f68e.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.85585,4.35252,"t","Apartment","Entire home/apt",2,1.5,0,1,"Real Bed",NA,"$56.00 ","","","$200.00 ","$22.00 ",1,"$15.00 ",2,27,2,2,1125,1125,2,1125,"t",30,60,90,90,"4/19/2020",36,36,"7/4/2019","2/7/2020",95,10,10,10,10,9,9,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,3.71,"Brussels"
"4430",8832,34994211,"https://www.airbnb.com/rooms/34994211",13509534,"https://www.airbnb.com/users/show/13509534","Nailya","3/25/2014","Overijse, Flanders, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/752e8459-66e2-4b6e-9829-9f63f7020fed.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/752e8459-66e2-4b6e-9829-9f63f7020fed.jpg?aki_policy=profile_x_medium","",1,1,"['phone']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84458,4.37452,"f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$75.00 ","","","","",1,"$0.00 ",90,1125,90,90,1125,1125,90,1125,"t",0,0,0,0,"4/19/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","flexible","f","f",1,1,0,0,NA,"Brussels"
"4431",8835,35006468,"https://www.airbnb.com/rooms/35006468",263664430,"https://www.airbnb.com/users/show/263664430","Bart","5/23/2019","FR","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/1d07ffd8-b9f6-4e7a-8bf5-49bc41c78580.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/1d07ffd8-b9f6-4e7a-8bf5-49bc41c78580.jpg?aki_policy=profile_x_medium","Grand Place",1,1,"['email', 'phone']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Grand Place","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84817,4.35076,"t","Apartment","Entire home/apt",3,1,0,2,"Real Bed",NA,"$65.00 ","","","$0.00 ","$30.00 ",2,"$10.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"4/19/2020",78,78,"5/31/2019","3/20/2020",96,10,9,10,10,10,10,NA,"t","f","moderate","f","f",1,1,0,0,7.2,"Brussels"
"4432",8839,35055090,"https://www.airbnb.com/rooms/35055090",16171374,"https://www.airbnb.com/users/show/16171374","Marie","5/30/2014","Brussels, Brussels, Belgium","N/A","N/A","75%","f","https://a0.muscache.com/im/users/16171374/profile_pic/1401462554/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/16171374/profile_pic/1401462554/original.jpg?aki_policy=profile_x_medium","Uccle",1,1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'selfie', 'government_id', 'identity_manual']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Uccle","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.80709,4.38573,"t","House","Private room",2,1,1,1,"Real Bed",NA,"$23.00 ","","","$530.00 ","$0.00 ",1,"$10.00 ",3,49,3,3,49,49,3,49,"t",0,0,0,0,"4/19/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","moderate","f","f",1,0,1,0,NA,"Brussels"
"4433",8842,35081430,"https://www.airbnb.com/rooms/35081430",42494126,"https://www.airbnb.com/users/show/42494126","Pierre","8/25/2015","Brussels, Brussels, Belgium","within a day","100%","100%","f","https://a0.muscache.com/im/pictures/user/333e4be6-afdc-45e4-8233-6bc322ccd745.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/333e4be6-afdc-45e4-8233-6bc322ccd745.jpg?aki_policy=profile_x_medium","",3,3,"['email', 'phone', 'jumio', 'government_id']","t","f","Brussels, Brussels, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels","1020","Brussels","Brussels, Belgium","BE","Belgium",50.89124,4.33416,"f","Apartment","Entire home/apt",2,1,2,2,"Real Bed",NA,"$32.00 ","","","$1,060.00 ","$0.00 ",2,"$0.00 ",91,1125,91,91,1125,1125,91,1125,"t",0,0,17,292,"4/19/2020",1,1,"3/2/2020","3/2/2020",100,10,10,10,10,10,10,NA,"f","f","flexible","f","f",1,1,0,0,0.61,"Brussels"
"4434",8852,35124542,"https://www.airbnb.com/rooms/35124542",264559662,"https://www.airbnb.com/users/show/264559662","Jerome","5/27/2019","BE","N/A","N/A","100%","f","https://a0.muscache.com/im/pictures/user/008ff1ea-cb44-4f70-8085-51e9bbe88f2a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/008ff1ea-cb44-4f70-8085-51e9bbe88f2a.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone']","t","f","Bruxelles, Bruxelles, Belgium","Grand Place","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84498,4.35324,"t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",NA,"$100.00 ","","","","",1,"$0.00 ",2,30,2,2,30,30,2,30,"t",0,0,0,0,"4/19/2020",4,4,"6/10/2019","7/14/2019",80,9,7,9,9,10,9,NA,"t","f","flexible","f","f",1,1,0,0,0.38,"Brussels"
"4435",8855,35141112,"https://www.airbnb.com/rooms/35141112",65173555,"https://www.airbnb.com/users/show/65173555","Julie","3/31/2016","Brussels, Brussels, Belgium","within a few hours","100%","86%","f","https://a0.muscache.com/im/pictures/user/70aa2a78-87f9-4606-aef6-245725050113.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/70aa2a78-87f9-4606-aef6-245725050113.jpg?aki_policy=profile_x_medium","Quartier Europeen",4,4,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84218,4.37648,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$75.00 ","","","","$40.00 ",1,"$0.00 ",4,150,4,4,150,150,4,150,"t",0,0,0,0,"4/19/2020",4,4,"6/8/2019","8/30/2019",100,10,9,10,8,9,10,NA,"t","f","strict_14_with_grace_period","f","f",2,2,0,0,0.38,"Brussels"
"4436",8859,35149797,"https://www.airbnb.com/rooms/35149797",40004193,"https://www.airbnb.com/users/show/40004193","De","7/30/2015","Wezembeek-Oppem, Flanders, Belgium","within a few hours","90%","100%","f","https://a0.muscache.com/im/pictures/user/9f23c2fd-c701-491d-8c4e-e7680e55acb8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/9f23c2fd-c701-491d-8c4e-e7680e55acb8.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Dansaert","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84918,4.34618,"f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$84.00 ","","","","$25.00 ",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",30,53,80,258,"4/19/2020",56,56,"5/31/2019","3/9/2020",95,9,9,10,10,10,9,NA,"t","f","flexible","f","f",1,1,0,0,5.17,"Brussels"
"4437",8863,35179002,"https://www.airbnb.com/rooms/35179002",11409179,"https://www.airbnb.com/users/show/11409179","Coco","1/18/2014","Capital District, Venezuela","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/0bb2c663-e76c-4529-8d16-239906e09a04.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/0bb2c663-e76c-4529-8d16-239906e09a04.jpg?aki_policy=profile_x_medium","Stalingrad",6,6,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84603,4.34929,"t","Apartment","Entire home/apt",4,1.5,1,2,"Real Bed",NA,"$50.00 ","","","$0.00 ","$30.00 ",2,"$20.00 ",2,365,2,2,365,365,2,365,"t",18,31,31,108,"4/19/2020",26,26,"6/28/2019","12/30/2019",98,10,9,10,10,10,10,NA,"f","f","strict_14_with_grace_period","f","f",9,9,0,0,2.63,"Brussels"
"4438",8864,35181992,"https://www.airbnb.com/rooms/35181992",32652990,"https://www.airbnb.com/users/show/32652990","Sam & Boris","5/5/2015","Brussels, Brussels, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/users/32652990/profile_pic/1431170706/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/32652990/profile_pic/1431170706/original.jpg?aki_policy=profile_x_medium","Dansaert",1,1,"['email', 'phone']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Dansaert","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84844,4.34651,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed",NA,"$73.00 ","","","$100.00 ","$35.00 ",1,"$0.00 ",2,143,1,3,1125,1125,1.9,1125,"t",29,59,89,89,"4/19/2020",60,60,"7/4/2019","3/11/2020",96,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,6.19,"Brussels"
"4439",8868,35190881,"https://www.airbnb.com/rooms/35190881",262229628,"https://www.airbnb.com/users/show/262229628","Amine","5/16/2019","Brussels, Brussels, Belgium","within an hour","100%","99%","f","https://a0.muscache.com/im/pictures/user/b9bccb61-03c7-4f0e-8ced-1884f4861282.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b9bccb61-03c7-4f0e-8ced-1884f4861282.jpg?aki_policy=profile_x_medium","Notre-Dame Aux Neiges",2,2,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84848,4.3686,"t","Condominium","Entire home/apt",1,1,1,0,"Real Bed",NA,"$59.00 ","","","","",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",27,57,87,87,"4/19/2020",65,65,"6/22/2019","3/15/2020",90,10,8,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,6.44,"Brussels"
"4440",8877,35230217,"https://www.airbnb.com/rooms/35230217",102877358,"https://www.airbnb.com/users/show/102877358","C鑼卍ric","11/7/2016","Bogota, Bogota, Colombia","within an hour","100%","99%","f","https://a0.muscache.com/im/pictures/user/d9205ac4-aae1-4594-82c0-1d6ef9d417ab.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d9205ac4-aae1-4594-82c0-1d6ef9d417ab.jpg?aki_policy=profile_x_medium","Grand Place",25,25,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Ixelles","Ixelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.83523,4.35886,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$70.00 ","","","$250.00 ","$35.00 ",2,"$12.00 ",2,1125,2,2,1125,1125,2,1125,"t",30,60,90,90,"4/19/2020",50,50,"6/9/2019","3/10/2020",94,10,10,10,9,10,10,NA,"t","f","flexible","f","f",23,23,0,0,4.75,"Brussels"
"4441",8878,35231143,"https://www.airbnb.com/rooms/35231143",42129179,"https://www.airbnb.com/users/show/42129179","Omer & Fatema","8/21/2015","Ixelles, Brussels, Belgium","within an hour","100%","99%","f","https://a0.muscache.com/im/pictures/user/f984d089-bb60-4a4f-9777-d192156e1c0a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/f984d089-bb60-4a4f-9777-d192156e1c0a.jpg?aki_policy=profile_x_medium","Quartier Europeen",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Quartier Europeen","Ixelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.83984,4.37272,"t","Apartment","Entire home/apt",3,1.5,0,2,"Real Bed",NA,"$65.00 ","","","$0.00 ","$25.00 ",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",30,51,78,168,"4/19/2020",41,41,"6/9/2019","3/8/2020",95,10,10,10,10,10,9,NA,"t","f","flexible","f","f",1,1,0,0,3.89,"Brussels"
"4442",8879,35232018,"https://www.airbnb.com/rooms/35232018",102877358,"https://www.airbnb.com/users/show/102877358","C鑼卍ric","11/7/2016","Bogota, Bogota, Colombia","within an hour","100%","99%","f","https://a0.muscache.com/im/pictures/user/d9205ac4-aae1-4594-82c0-1d6ef9d417ab.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d9205ac4-aae1-4594-82c0-1d6ef9d417ab.jpg?aki_policy=profile_x_medium","Grand Place",25,25,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Brussels, Brussels, Belgium","Sablon","Bruxelles",NA,"Brussel","Brussels","1000","Brussels","Brussels, Belgium","BE","Belgium",50.83796,4.3573,"f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$69.00 ","","","$200.00 ","$35.00 ",2,"$5.00 ",2,1125,2,2,1125,1125,2,1125,"t",30,60,90,90,"4/19/2020",36,36,"6/12/2019","3/8/2020",89,9,10,10,9,9,9,NA,"t","f","flexible","f","f",23,23,0,0,3.45,"Brussels"
"4443",8882,35255479,"https://www.airbnb.com/rooms/35255479",218073818,"https://www.airbnb.com/users/show/218073818","Youness","9/30/2018","Brussels, Brussels, Belgium","within an hour","90%","99%","f","https://a0.muscache.com/im/pictures/user/45339bae-4641-4439-acee-af5a3f060295.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/45339bae-4641-4439-acee-af5a3f060295.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84123,4.34212,"f","Apartment","Entire home/apt",6,1,2,4,"Real Bed",NA,"$94.00 ","","","$100.00 ","$25.00 ",2,"$15.00 ",1,1125,1,1,1125,1125,1,1125,"t",29,43,60,148,"4/19/2020",81,81,"6/8/2019","4/6/2020",91,10,9,10,10,9,9,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,7.67,"Brussels"
"4444",8883,35262141,"https://www.airbnb.com/rooms/35262141",265472223,"https://www.airbnb.com/users/show/265472223","Tshika","5/31/2019","NL","within an hour","100%","98%","t","https://a0.muscache.com/im/pictures/user/2c4893f6-6166-4cc8-a0a4-8edafd656c73.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2c4893f6-6166-4cc8-a0a4-8edafd656c73.jpg?aki_policy=profile_x_medium","Quartier Europeen",1,1,"['email', 'phone']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Quartier Europeen","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84097,4.37376,"t","Apartment","Entire home/apt",4,1,2,1,"Real Bed",NA,"$100.00 ","","","$0.00 ","$36.00 ",4,"$15.00 ",2,6,2,2,6,6,2,6,"t",1,1,1,1,"4/19/2020",30,30,"6/17/2019","2/21/2020",97,10,10,10,10,10,9,NA,"f","f","moderate","f","f",1,1,0,0,2.92,"Brussels"
"4445",8885,35285667,"https://www.airbnb.com/rooms/35285667",128705820,"https://www.airbnb.com/users/show/128705820","Kianu","5/3/2017","Brussels, Brussels, Belgium","within an hour","100%","95%","f","https://a0.muscache.com/im/pictures/user/64f486ec-be7c-48aa-b5da-a7d2db304daa.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/64f486ec-be7c-48aa-b5da-a7d2db304daa.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","","Brussels","Brussel, Belgium","BE","Belgium",50.84585,4.37035,"f","Apartment","Private room",2,2,1,1,"Real Bed",NA,"$40.00 ","","","$0.00 ","$15.00 ",1,"$12.00 ",1,1125,1,1,1125,1125,1,1125,"t",26,56,86,361,"4/19/2020",39,39,"6/6/2019","3/6/2020",96,10,10,10,10,10,10,NA,"t","f","flexible","f","f",1,0,1,0,3.67,"Brussels"
"4446",8888,35297315,"https://www.airbnb.com/rooms/35297315",9180050,"https://www.airbnb.com/users/show/9180050","Leila","10/2/2013","Brussels, Brussels, Belgium","within a few hours","100%","97%","f","https://a0.muscache.com/im/users/9180050/profile_pic/1380707596/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/9180050/profile_pic/1380707596/original.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'jumio', 'government_id', 'work_email']","t","t","Bruxelles, Bruxelles, Belgium","Dansaert","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.84982,4.33969,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$80.00 ","","","$450.00 ","$30.00 ",2,"$10.00 ",2,1125,2,2,1125,1125,2,1125,"t",23,53,83,83,"4/19/2020",19,19,"7/6/2019","3/8/2020",95,10,9,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,1.97,"Brussels"
"4447",8890,35297954,"https://www.airbnb.com/rooms/35297954",57456796,"https://www.airbnb.com/users/show/57456796","Chris","2/4/2016","Brussels, Brussels, Belgium","within an hour","100%","95%","f","https://a0.muscache.com/im/pictures/user/235599ca-ac01-4d58-b68a-8c155aa9fbf1.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/235599ca-ac01-4d58-b68a-8c155aa9fbf1.jpg?aki_policy=profile_x_medium","Stalingrad",11,11,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']","t","f","Bruxelles, Bruxelles, Belgium","Sablon","Bruxelles",NA,"Brussel","Bruxelles","1000","Brussels","Bruxelles, Belgium","BE","Belgium",50.8402,4.35649,"t","Bed and breakfast","Private room",2,1,1,1,"Real Bed",NA,"$59.00 ","","","$150.00 ","$25.00 ",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",30,60,90,90,"4/19/2020",40,40,"6/8/2019","3/13/2020",92,9,9,10,9,10,9,NA,"t","f","strict_14_with_grace_period","f","f",7,1,4,0,3.79,"Brussels"
"4448",8891,35299325,"https://www.airbnb.com/rooms/35299325",13606672,"https://www.airbnb.com/users/show/13606672","Jelle","3/27/2014","Brussels, Brussels, Belgium","within an hour","100%","98%","t","https://a0.muscache.com/im/pictures/user/68be335a-aa2f-40ec-9b54-e98d1522afa7.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/68be335a-aa2f-40ec-9b54-e98d1522afa7.jpg?aki_policy=profile_x_medium","Dansaert",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.84969,4.34082,"t","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",NA,"$75.00 ","","","$250.00 ","$25.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",19,43,73,73,"4/19/2020",35,35,"7/1/2019","3/8/2020",97,10,10,9,10,9,10,NA,"f","f","moderate","f","f",1,1,0,0,3.57,"Brussels"
"4449",8896,35309410,"https://www.airbnb.com/rooms/35309410",244038659,"https://www.airbnb.com/users/show/244038659","Fabian & Sam","2/19/2019","Brussels, Brussels, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/7c713bc9-5b5b-43b8-b2bb-34387d0db442.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/7c713bc9-5b5b-43b8-b2bb-34387d0db442.jpg?aki_policy=profile_x_medium","Martyrs",8,8,"['email', 'phone']","t","f","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.85102,4.35291,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed",NA,"$96.00 ","","","$100.00 ","$32.00 ",2,"$9.00 ",1,109,1,1,1125,1125,1,1125,"t",29,59,89,179,"4/19/2020",48,48,"6/21/2019","3/8/2020",96,10,10,10,10,10,9,NA,"t","f","strict_14_with_grace_period","f","f",12,12,0,0,4.74,"Brussels"
"4450",8897,35310989,"https://www.airbnb.com/rooms/35310989",121382838,"https://www.airbnb.com/users/show/121382838","Alban","3/18/2017","Brussels, Brussels, Belgium","N/A","N/A","100%","f","https://a0.muscache.com/im/pictures/user/eab03445-473a-4def-8f67-63d2971891ff.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/eab03445-473a-4def-8f67-63d2971891ff.jpg?aki_policy=profile_x_medium","Quartier Maritime",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Brussel, Brussels Hoofdstedelijk Gewest, Belgium","Bruxelles-Ville","Bruxelles",NA,"Brussel","Brussels Hoofdstedelijk Gewest","1000","Brussels","Brussel, Belgium","BE","Belgium",50.86515,4.35108,"t","Apartment","Entire home/apt",3,2,2,2,"Real Bed",NA,"$125.00 ","","","","",1,"$0.00 ",4,1125,4,4,1125,1125,4,1125,"t",0,0,0,0,"4/19/2020",2,2,"7/16/2019","8/24/2019",100,10,10,10,10,10,10,NA,"f","f","moderate","f","f",1,1,0,0,0.22,"Brussels"
